x,y,ppscore,case,is_valid_score,metric,baseline_score,model_score,model
housing,pdays,0.0,regression,True,mean absolute error,34.3472,66.2911200782661,DecisionTreeRegressor()
housing,previous,0.0,regression,True,mean absolute error,0.1646,0.2861293122770253,DecisionTreeRegressor()
housing,poutcome,1.9204200000683682e-07,classification,True,weighted F1,0.8086619878035733,0.8086620245485079,DecisionTreeClassifier()
housing,emp.var.rate,0.0,regression,True,mean absolute error,1.27854,1.427585612038355,DecisionTreeRegressor()
housing,cons.price.idx,0.004429475304413399,regression,True,mean absolute error,0.5086362000000009,0.5063832085131702,DecisionTreeRegressor()
housing,cons.conf.idx,0.0,regression,True,mean absolute error,3.7565400000000007,3.951979749943729,DecisionTreeRegressor()
housing,euribor3m,0.0,regression,True,mean absolute error,1.341607,1.6190736766424,DecisionTreeRegressor()
housing,nr.employed,0.0,regression,True,mean absolute error,54.77754000000009,62.56349548267252,DecisionTreeRegressor()
housing,subscribed,2.1506742006964751e-07,classification,True,weighted F1,0.8338834128245893,0.8338834485508552,DecisionTreeClassifier()
loan,age,0.0,regression,True,mean absolute error,8.334,8.46369942839403,DecisionTreeRegressor()
loan,job,0.0,classification,True,weighted F1,0.1596,0.11008323616227458,DecisionTreeClassifier()
loan,marital,0.0,classification,True,weighted F1,0.4492,0.4446470579658776,DecisionTreeClassifier()
loan,education,0.0,classification,True,weighted F1,0.1952,0.13440165494578823,DecisionTreeClassifier()
loan,default,1.4032191920856588e-07,classification,True,weighted F1,0.7042061281337048,0.7042061696400685,DecisionTreeClassifier()
loan,housing,0.0,classification,True,weighted F1,0.4854,0.40672427916318366,DecisionTreeClassifier()
loan,loan,1.0,predict_itself,True,,0.0,1.0,
loan,contact,0.0,classification,True,weighted F1,0.5252,0.49719125183667995,DecisionTreeClassifier()
loan,month,0.0,classification,True,weighted F1,0.1936,0.17023901167968067,DecisionTreeClassifier()
loan,day_of_week,0.0,classification,True,weighted F1,0.2008,0.08114258152661813,DecisionTreeClassifier()
loan,duration,0.0,regression,True,mean absolute error,155.2018,169.69999423680642,DecisionTreeRegressor()
loan,campaign,0.0,regression,True,mean absolute error,1.5188,1.7586460017519832,DecisionTreeRegressor()
loan,pdays,0.0,regression,True,mean absolute error,34.3472,66.33729621717357,DecisionTreeRegressor()
loan,previous,0.0,regression,True,mean absolute error,0.1646,0.28636671678636233,DecisionTreeRegressor()
loan,poutcome,1.9204200000683682e-07,classification,True,weighted F1,0.8086619878035733,0.8086620245485079,DecisionTreeClassifier()
loan,emp.var.rate,0.0,regression,True,mean absolute error,1.27854,1.4368947086210269,DecisionTreeRegressor()
loan,cons.price.idx,0.0,regression,True,mean absolute error,0.5086362000000009,0.5099012837175855,DecisionTreeRegressor()
loan,cons.conf.idx,0.0,regression,True,mean absolute error,3.7565400000000007,3.9502414346956165,DecisionTreeRegressor()
loan,euribor3m,0.0,regression,True,mean absolute error,1.341607,1.6269290290223326,DecisionTreeRegressor()
loan,nr.employed,0.0,regression,True,mean absolute error,54.77754000000009,62.87228410742638,DecisionTreeRegressor()
loan,subscribed,2.1506742006964751e-07,classification,True,weighted F1,0.8338834128245893,0.8338834485508552,DecisionTreeClassifier()
contact,age,0.0,regression,True,mean absolute error,8.334,8.467264369613435,DecisionTreeRegressor()
contact,job,0.008023522903379808,classification,True,weighted F1,0.1596,0.16634296864800038,DecisionTreeClassifier()
contact,marital,0.0,classification,True,weighted F1,0.4492,0.4446470579658776,DecisionTreeClassifier()
contact,education,0.0,classification,True,weighted F1,0.1952,0.1656266085400569,DecisionTreeClassifier()
